378,"The primary direct competitors to the Minit-Charger systems are other fast-charge suppliers, including AeroVironment, Inc, Aker Wade Power Technologies LLC, Power Designers, LLC, and C&D Technologies, Inc Some of the major industrial battery suppliers have begun to align themselves with fast-charge suppliers, creating a potentially more significant source of competition.",1,0,0
1074,The joint venture we formed with Macerich to develop the Fashion Outlets of Philadelphia has committed to commence and complete a comprehensive redevelopment of that property costing not less than $300.0 million within 48 months after commencement of construction.,0,0,1
1323,Microsoft and Hortonworks have been pioneering cloud solutions for the past four years together through a strategic partnership spanning joint engineering and go-to-market motions.,0,0,1
192,"Such competitors include IBM, Dell Boomi, Snaplogic, Oracle, Business Objects/SAP, Informatica, and Information Builders, as well as niche vendors in specific verticals and the SaaS marketplace.",1,0,0
673,"Doctor  Dixon serves on the board of directors of Alkermes plc, Incte Corporation, bluebird bio, and Orexigen Therapeutics, and was formerly on the boards of Ardea Biosciences, when Ardea was acquired by AstraZeneca plc, Furiex Pharmaceuticals, when Ardea was acquired by Actavis plc, and Dentsply International.",0,1,0
863,"Since April 2005, Mister Intrieri has been the President and Chief Executive Officer of Philip Services Corporation, a metal recycling and industrial services company affiliated with Mister Icahn.",0,1,0
1437,We also have a research agreement with CytomX Therapeutics that allows each company to develop probody-drug conjugates against a specified number of cancer targets using CytomX's Probody antibody masking technology with our payload agents and engineered linkers.,0,0,1
465,"Major competitors include National Semiconductor, ST Microelectronics, ON Semiconductor and Texas Instruments.",1,0,0
728,"She is also a director of McDonalds Corporation, Nordstrom, Inc, and Harrahs Entertainment, Inc P. Eunan McLaughlin, President, Affiliates Mister McLaughlin, 51, joined NIKE as Director of Sales, NIKE Europe in 1999, and was appointed Vice President Commercial Sales and Retail in 2000, Vice President, Asia Pacific in 2001,Vice President, Europe, Middle East& Africa in May 2004, and President of Affiliates in April 2009.",0,1,0
1085,"In January 2007, we entered into a Software Development and License Agreement, which provides for a strategic alliance with Microsoft Corporation (Microsoft) to jointly develop core public sector functionality for Microsoft Dynamics AX to address the accounting needs of public sector organizations worldwide.",0,0,1
1341,"Consistent with Intels data center, IoT, machine learning and artificial intelligence technology initiatives, the primary objective of the partnership is to ensure that our solutions deliver optimal performance and security with Intel processors and platform technology today and in the future.",0,0,1
744,"Name Age Principal Occupation Last Five Years IraA.Marshall,Jr 79 Secretary of the Company since 1977; Mister  Marshall is a private investor and businessman making investments for his own account and is a Trustee of Mesabi Trust, which collects and distributes royalties from Mesabi Trusts interests in mining properties",0,1,0
592,"Mister  Wargo is also a Director of Liberty Global, Inc, Liberty Broadband Corporation, Discovery Communications, Inc, and Liberty TripAdvisor Holdings, Inc Mister  Wargo has served on the Board since 2001 and is Chair of the Compensation Committee of the Board.",0,1,0
99,"SAP and Oracle, on the other hand, have indiscriminate market footprints developing applications suited for many industries, not specifically for manufacturers.",1,0,0
1355,"MasterCard re-filed its challenge to the SSF on January10, 2005, seeking repeal of bylaw 3.14 and a court order giving certain Visa debit issuers the right to rescind all or part of Visa debit Partnership agreements entered into since the SSF was enacted.",0,0,1
746,"He currently serves as a director of Puma Biotechnology, Inc, a publicly traded biopharmaceutical company.",0,1,0
842,"Prior tojoining the company hewas recently Executive Vice President, Chief Financial Officer and Treasurer at Clean Harbors, Inc (NYSE:CLH), a leading provider of environmental, energy and industrial services throughout North America.",0,1,0
1106,"Pfizer BMS and Pfizer Inc (Pfizer) maintain a worldwide codevelopment and cocommercialization agreement for Eliquis, an anticoagulant discovered by BMS.",0,0,1
228,"These competitors within the reinsurance segment include Employers Reinsurance, Berkshire Hathaway and American Reinsurance, which collectively comprise a majority of the property casualty reinsurance market.",1,0,0
1320,"Other public companies are developing stem-related therapies, including Geron, Aastrom Biosciences, Stem Cells Inc, Johnson & Johnson, Celgene, Advanced Cell Technology, CRYO-CELL International, Pluristem and Cytori Therapeutics.",0,0,1
720,"Name and Office with Registrant Age Date First Elected to Present Office R. Randall Rollins (1) 84 2/28/01 Chairman of the Board Richard A. Hubbell (2) 71 2/28/01 President and Chief Executive Officer James A. Lane, Jr. (3) 73 2/28/01 Executive Vice President and President of Chaparral Boats, Inc Linda H. Graham (4) 79 2/28/01 Vice President and Secretary Ben M. Palmer (5) 55 2/28/01 Vice President, Chief Financial Officer and Treasurer (1) R. Randall Rollins began working for Rollins, Inc (consumer services) in 1949.",0,1,0
71,"Our largest MSTV competitors include IBM, Cisco, UTStarcom, and Siemens/Myrio.",1,0,0
1068,"For example, in December 2006, we entered into a collaboration and option agreement with Amgen under which we are conducting research with activators of cardiac myosin in order to identify potential treatments for patients with heart failure.",0,0,1
450,"Competitors in drilling services include Smith International (SWACO); Derrick Manufacturing Corp.; Fluid Systems; Oil Tools Pte. Ltd; Peak Energy Services, Ltd.; Petron Industries, Inc; Epoch (a division of Nabors Industries); Pason Systems, Inc; Robbins & Myers; Kem-Tron, Inc; Double Life Corporation, Inc; Oteco, Inc; Southwest Oilfield Products; Forum Oilfield Technologies; P-Quip Oilfield Products; and a number of regional competitors. ",1,0,0
952,"He is also the chairman of FreightCar America, Inc, a publicly traded company manufacturer of railroad freight cars, a position he has held since 2012.",0,1,0
922,"He also serves as a director of Frank Russell Trust Company, L-3 Communications Holdings, Inc, Plug Power Inc and United Defense Industries Inc Executive Officers Name Age Positions and offices held and business experience HarryC.Stonecipher 67 President and Chief Executive Officer of The Boeing Company.",0,1,0
908,"Doctor Link also serves as a director of Access Pharmaceuticals, Inc, Alexion Pharmaceuticals, Inc, Cell Therapeutics, Inc, Celsion Corporation, Discovery Laboratories, Inc, Human Genome Sciences, Inc and Protein Design Laboratories, Inc Steven A. Kriegsman has been a director and our President and Chief Executive Officer since July 2002.",0,1,0
88,"Our Omnis products currently encounter competition from several direct competitors, including Microsoft, and competing development environments, including JAVA.",1,0,0
632,"Mister Reed is also a Director of First National Nebraska,Inc and a Director of Investors Real Estate Trust, a real estate investment trust.",0,1,0
883,"Doctor  Link is also a director of Access Pharmaceuticals, Inc, Columbia Laboratories, Inc Discovery Labs, Inc, Protein Design Labs, Inc, Human Genome Sciences, Inc, CytRx Corporation, Cell Therapeutics, Inc and Celsion Corporation, each a publicly held pharmaceutical and/or life-science company.",0,1,0
505,"Major Customers We have four operators, an affiliate of Holiday Retirement (Holiday), Senior Living Communities, LLC (Senior Living), National HealthCare Corporation (NHC) and an affiliate of Bickford Senior Living (Bickford), from whom we individually derive at least 10% of our income.",0,1,0
531,"In addition, each of Edgar O. Huber and Michael P. Rosera holds equity and/or cash-based incentive awards that were granted by Sears Holdings.",0,1,0
168,"Up to 1998, we also experienced competition from Ulvac Technologies, Inc In the market for our Imaging products, we experience competition from companies such as ITT Industries, Inc and Northrop Grumman Corporation, the primary U.S.manufacturers of Generation-III night vision devices and their derivative products.",1,0,0
1078,"We have licensed our ADC technology to Genentech, UCB Celltech, PDL BioPharma, CuraGen, Bayer, MedImmune and PSMA Development Company.",0,0,1
383,"Major competitors in operations management and analytics include Cognizant Technology Solutions, ExlService Holdings, Inc, Genpact Limited, Infosys, and Tata Consultancy Services.",1,0,0
488,"Our primary competitors can be characterized by the following categories of companies that provide capabilities or solutions that compete with one or more of our platforms or solutions: Molecular analysis vendors, such as Caris Life Sciences, Inc, Foundation Medicine, Inc, Guardant Health, Inc, Paradigm Diagnostics, Inc, Personal Genome Diagnostics, Inc and Tempus Labs; Payer-provider collaboration vendors, such as Availity, LLC, Change Healthcare, Inc (formerly Emdeon), Experian Information Solutions, Inc (including its Passport division), Healthx, Inc and Health Trio, LlC; Medical device data system and device connectivity vendors, such as Qualcomm Technologies, Inc (formerly Capsule Tech, Inc), Cerner Corporation, Bernoulli Enterprise, Inc, General Electric Company and Medical Information Technology, Inc; and Healthcare information technology decision support vendors such as The Advisory Board Company, Castlight Health, Inc, or Castlight Health, eviCore Healthcare, HealthCatalyst, Inc, or HealthCatalyst, International Business Machines Corporation, or IBM, Inovalon Holdings, Inc, or Inovalon and Truven Health Analytics, or Truven (acquired by IBM).",1,0,0
956,"Miss  Bostrom also currently serves on the board of directors of Varian Medical Systems, Inc FrankA.Calderoni 53 Executive Vice President and Chief Financial Officer Mister  Calderoni joined Cisco in May 2004 as Vice President, Worldwide Sales Finance.",0,1,0
1397,"We partnered with companies such as Google, Isis and PayPal to assess new and preferred payment methods in our retail stores.",0,0,1
428,"Our competitors, many of which are larger and have substantially greater financial and other resources than us, include HomeGoods, Bed, Bath& Beyond, Cost Plus World Market, Hobby Lobby, Pier 1 Imports, At Home, Target, Ebay, Amazon and Wayfair.",1,0,0
312,"Our key competitors in this segment include Aclara Incrporated, Honeywell International Inc, Itron Inc, Toshiba Corporation, Trilliant Holdings, Inc and Xylem, Inc Similarly, we compete with traditional providers of distribution automation equipment, such as Cisco Systems, Inc, General Electric Company, S&C Electric Company and Schweitzer Engineering Laboratories, Inc We also face competition from newer entrants that are providing specific narrowly focused products for the smart grid, including C3 IoT Inc, Grid Net Inc, Opower Inc (which was acquired by Oracle Corporation), and Tendril Networks Inc In smart lighting and smart cities, we compete against companies such as Echelon Corporation, Harvard Engineering PLC, Telensa Limited, Verizon Wireless, and proprietary offerings from lighting manufacturers, such as General Electric, Royal Philips Electronics, Schreder Group and others.",1,0,0
1118,The pilot will run into fiscal 2016 in partnership with Equifax and LexisNexis.,0,0,1
5,"Our principal competitors include: within the consumer markets, companies such as Apple, Asus, Belkin/Linksys, D-Link, Doctor pcam, Foscam, Logitech, Roku, TP Link, Synology and Western Digital; and within the business markets, companies such as Allied Telesys, Barracuda, Buffalo, Data Robotics, Dell, D-Link, Fortinet, Hewlett-Packard, Huawei, Cisco Systems, QNAP Systems, Seagate Technology, SonicWALL, Synology, WatchGuard and Western Digital;and within the service provider markets, companies such as Actiontec, Arcadyan, ARRIS, AVM, Comtrend, D-Link, Hitron, Huawei, Novatel Wireless, Pace, Sagem, Scientific Atlanta (a Cisco Systems company), Sercomm, SMC Networks, TechniColor, TP-Link, Ubee, Compal Broadband, ZTE and ZyXEL.",1,0,0
386,"These companies, some of which are much larger than we are, include MICROS Systems, Inc, NCR, Par Technology and Infor.",1,0,0
1184,"In addition, AbbVie is conducting combination studies of our collaborations next-generation protease inhibitor, ABT-493, with AbbVies next-generation NS5A inhibitor, ABT-530.",0,0,1
1404,"The Hydrogen Tolling Agreement provides that Valero Energy will pay the Partnership minimum annual revenues of $1,400,000 for transporting crude hydrogen from Celanese Ltd.s chemical facility in Clear Lake, Texas to Valero Energys Texas City refinery.",0,0,1
543,"Miss  Bostrom also currently serves on the board of directors of Varian Medical Systems, Inc LarryR.Carter 64 Senior Vice President, Office of the President, and Director Mister  Carter has been a member of the Board of Directors since July 2000.",0,1,0
1018,We expect to incur research and development expenses for omecamtiv mecarbil for the potential treatment of heart failure in accordance with agreed upon research and development plans with Amgen.,0,0,1
528,"Mister Tolonen currently serves as a member of the board of directors of MobileIron, Inc, an enterprise mobile solutions company.",0,1,0
151,"There is also a public company competitor in the craft segment (A.C. Moore, Arts & Crafts, Inc) that is a rapidly growing regional operator of 81 stores and over $430million in revenues.",1,0,0
1120,"In April 2011, Tyler and Microsoft entered into an amended and superseded Master Software Development and License Agreement, which among other things, grants Microsoft intellectual property rights in the remaining portions of the software code developed by Tyler in exchange for certain other concessions.",0,0,1
369,"Competition within the industry Presently, the industry can be divided into two major groups of directory advertising publishers: the directory businesses of RBOCs and other incumbent local telephone companies such as Cincinnati Bell Telephone, referred to as Incmbent Publishers, and independent publishers such as TransWestern Publishing Company LLC, the U.S. business of Yell Group Ltd. and McLeodUSA Media Group Inc (which has been acquired by Yell Group Ltd.), referred to as Independent Publishers.",1,0,0
752,Doctor  Jischke also serves as a Director of Vectren Corporation and Duke Realty Corporation.,0,1,0
771,"The first subsequent designee may be an ""officer"" of Celgene Corporation for purposes of Section16 of the Securities Exchange Act of 1934, as amended, within the meaning of Rule 16a-1(f) thereunder, provided that such designee is reasonably acceptable to the nominating and governance committee of the Board.",0,1,0
